Name;Class;Role;Tier;Score;Trend;Win %;Role %;Pick %;Ban %;KDA;Patch
Rakan;Support;SUPPORT;God;69.12;-0.17;51.72%;98.89%;8.48%;3.74%;2.85;patch_13.8
Rammus;Tank;JUNGLE;B;47.17;-2.21;50.79%;77.57%;2.45%;8.38%;3.08;patch_13.8
Rammus;Tank;TOP;D;32.99;3.49;52.32%;18.02%;0.45%;8.38%;1.54;patch_13.8
Rek'Sai;Fighter;JUNGLE;C;38.14;2.09;50.05%;94.84%;1.30%;0.85%;2.53;patch_13.8
Rell;Tank;SUPPORT;B;46.35;0.35;52.31%;98.66%;1.38%;0.29%;2.49;patch_13.8
Renata Glasc;Support;SUPPORT;B;44.15;-1.28;49.91%;98.98%;1.93%;0.70%;2.66;patch_13.8
Renekton;Fighter;TOP;B;41.76;-5.37;47.65%;83.75%;3.11%;1.95%;1.75;patch_13.8
Renekton;Fighter;MID;C;39.2;0.72;50.12%;14.46%;0.53%;1.95%;1.97;patch_13.8
Rengar;Assassin;JUNGLE;B;45.27;-0.14;49.22%;76.58%;3.70%;9.10%;2.36;patch_13.8
Rengar;Assassin;TOP;C;36.97;-0.84;51.12%;19.44%;1.00%;9.10%;1.9;patch_13.8
Riven;Fighter;TOP;S;57.07;-0.52;49.93%;89.18%;4.58%;1.71%;1.81;patch_13.8
Rumble;Fighter;MID;B;44.12;1.31;50.38%;41.25%;1.24%;1.18%;2.43;patch_13.8
Rumble;Fighter;TOP;D;30.68;-5.84;47.13%;45.97%;1.40%;1.18%;1.99;patch_13.8
Ryze;Mage;MID;C;39.71;0.19;47.67%;82.33%;1.64%;0.26%;2.25;patch_13.8
Ryze;Mage;TOP;D;29.85;-5.91;50.23%;14.96%;0.29%;0.26%;1.95;patch_13.8
Samira;Marksman;ADC;A;48.98;1.44;51.03%;97.81%;6.57%;15.69%;2.26;patch_13.8
Sejuani;Tank;JUNGLE;A;48.28;1.53;50.25%;83.28%;3.00%;0.96%;3.29;patch_13.8
Sejuani;Tank;TOP;D;33.87;-3.49;50.56%;10.37%;0.35%;1.02%;2.36;patch_13.8
Senna;Marksman;SUPPORT;S;67.96;0.1;51.50%;93.14%;8.65%;4.22%;2.56;patch_13.8
Seraphine;Mage;SUPPORT;A;47.4;1.98;49.22%;68.53%;3.73%;1.21%;2.41;patch_13.8
Seraphine;Mage;ADC;C;38.62;-9.48;51.67%;21.22%;0.93%;1.21%;2.9;patch_13.8
Sett;Fighter;TOP;S;67.04;0.7;50.29%;81.32%;5.88%;3.56%;1.72;patch_13.8
Shaco;Assassin;JUNGLE;S;55.99;-2.41;48.43%;76.03%;5.77%;18.23%;2.66;patch_13.8
Shaco;Assassin;SUPPORT;B;41.92;2.2;50.24%;16.45%;1.24%;18.23%;2.22;patch_13.8
Shen;Tank;TOP;S;60.02;-4.89;50.83%;84.70%;3.57%;0.75%;2.96;patch_13.8
Shyvana;Fighter;JUNGLE;C;38.47;0.79;50.09%;79.62%;1.41%;0.35%;2.51;patch_13.8
Shyvana;Fighter;TOP;D;27.54;0.41;49.57%;11.91%;0.22%;0.41%;1.9;patch_13.8
Singed;Tank;MID;A;53.14;3.3;56.14%;11.94%;0.26%;0.44%;2.85;patch_13.8
Singed;Tank;TOP;B;47.01;0.12;53.45%;77.50%;1.65%;0.49%;2.09;patch_13.8
Sion;Tank;TOP;S;66.87;-5.15;50.58%;81.21%;5.94%;3.54%;1.6;patch_13.8
Sion;Tank;MID;C;37.29;2.62;50.31%;10.21%;0.69%;3.54%;1.41;patch_13.8
Sivir;Marksman;ADC;B;43.86;2.62;50.93%;97.46%;5.11%;1.29%;2.45;patch_13.8
Skarner;Fighter;JUNGLE;C;41.45;0.89;52.02%;78.80%;0.74%;0.16%;2.78;patch_13.8
Skarner;Fighter;TOP;D;26.73;0.37;48.71%;16.80%;0.14%;0.16%;2.14;patch_13.8
Sona;Support;SUPPORT;A;50.12;-1.46;51.22%;97.90%;2.82%;0.13%;2.89;patch_13.8
Soraka;Support;SUPPORT;A;52.41;-0.78;50.47%;96.21%;4.25%;1.36%;2.7;patch_13.8
Swain;Mage;SUPPORT;A;50.3;8.93;50.83%;54.54%;3.68%;3.07%;2.34;patch_13.8
Swain;Mage;MID;A;48.64;5.15;51.89%;24.41%;1.41%;3.07%;2.69;patch_13.8
Swain;Mage;ADC;A;47.53;6.55;56.01%;12.32%;0.59%;3.07%;3.07;patch_13.8
Sylas;Mage;MID;S;60.99;-7.62;49.69%;54.32%;6.61%;12.47%;2.14;patch_13.8
Sylas;Mage;JUNGLE;A;50.9;-1.32;50.52%;34.78%;4.17%;12.47%;2.52;patch_13.8
Syndra;Mage;MID;A;53.92;0.03;50.26%;91.90%;4.65%;2.52%;2.25;patch_13.8
Tahm Kench;Support;TOP;B;45.03;-3.96;50.97%;56.31%;1.88%;1.10%;2.37;patch_13.8
Tahm Kench;Support;SUPPORT;C;36.92;0.66;48.34%;34.89%;0.86%;1.10%;2.39;patch_13.8
Taliyah;Mage;MID;B;45.21;2.11;51.42%;65.11%;1.30%;0.38%;2.25;patch_13.8
Taliyah;Mage;JUNGLE;C;36.85;5.46;50.54%;19.97%;0.43%;0.38%;2.67;patch_13.8
Taliyah;Mage;SUPPORT;D;35.46;0.0;49.48%;10.30%;0.18%;0.38%;1.98;patch_13.8
Talon;Assassin;MID;A;49.08;0.39;50.28%;69.90%;3.20%;1.92%;2.21;patch_13.8
Talon;Assassin;JUNGLE;C;38.28;5.15;50.07%;26.86%;1.30%;1.92%;2.54;patch_13.8
Taric;Support;SUPPORT;A;48.9;0.65;52.88%;90.62%;1.53%;0.34%;2.76;patch_13.8
Teemo;Marksman;TOP;S;58.35;0.68;50.49%;72.78%;4.30%;6.95%;1.71;patch_13.8
Thresh;Support;SUPPORT;God;91.6;-0.46;50.09%;98.15%;16.14%;8.99%;2.55;patch_13.8
Tristana;Marksman;ADC;A;47.58;1.24;51.49%;70.52%;6.40%;3.65%;2.33;patch_13.8
Tristana;Marksman;MID;B;45.49;1.36;51.19%;25.30%;1.83%;3.65%;2.03;patch_13.8
Trundle;Fighter;JUNGLE;B;46.42;11.27;52.57%;64.99%;1.81%;0.85%;2.8;patch_13.8
Trundle;Fighter;TOP;D;33.96;8.2;51.91%;30.69%;0.72%;0.85%;1.59;patch_13.8
Tryndamere;Fighter;MID;B;45.48;6.18;53.60%;12.23%;0.32%;2.08%;2.16;patch_13.8
Tryndamere;Fighter;TOP;C;39.58;-2.34;49.43%;78.56%;2.22%;2.08%;1.73;patch_13.8
Twisted Fate;Mage;MID;B;44.02;0.45;48.59%;89.57%;2.49%;0.19%;2.26;patch_13.8
Twitch;Marksman;ADC;B;44.8;-1.7;51.48%;71.52%;4.82%;6.55%;2.43;patch_13.8
Twitch;Marksman;SUPPORT;D;32.32;-0.01;45.87%;19.91%;1.35%;6.55%;1.95;patch_13.8
Udyr;Fighter;JUNGLE;B;44.27;-2.09;49.73%;81.34%;3.09%;4.35%;2.58;patch_13.8
Udyr;Fighter;TOP;D;29.5;0.25;49.66%;16.52%;0.60%;4.35%;1.77;patch_13.8
Urgot;Fighter;TOP;B;45.46;0.56;51.01%;92.11%;2.35%;1.00%;1.96;patch_13.8
Varus;Marksman;ADC;B;44.78;-1.32;50.70%;86.60%;5.94%;1.28%;2.37;patch_13.8
Vayne;Marksman;ADC;B;45.63;-1.75;50.54%;78.16%;6.85%;5.83%;2.1;patch_13.8
Vayne;Marksman;TOP;C;38.69;-0.88;51.42%;18.65%;1.50%;5.83%;1.6;patch_13.8
Veigar;Mage;MID;S;55.88;-5.86;50.17%;70.16%;5.09%;5.42%;2.28;patch_13.8
Veigar;Mage;ADC;C;40.6;-0.43;53.49%;18.93%;1.23%;5.42%;2.51;patch_13.8
Vel'Koz;Mage;MID;B;42.86;-1.55;50.31%;29.11%;0.69%;0.44%;2.55;patch_13.8
Vel'Koz;Mage;SUPPORT;B;42.85;0.22;50.54%;65.64%;1.76%;0.44%;2.15;patch_13.8
Vex;Mage;MID;A;51.1;-0.17;50.60%;93.35%;3.27%;4.43%;2.4;patch_13.8
Vi;Fighter;JUNGLE;S;58.12;-4.78;51.34%;95.40%;6.15%;4.23%;2.51;patch_13.8
Viego;Assassin;JUNGLE;S;58.64;-2.73;49.57%;93.50%;7.51%;2.52%;2.47;patch_13.8
Viktor;Mage;MID;A;54.48;-2.58;51.00%;94.52%;4.38%;2.78%;2.27;patch_13.8
Vladimir;Mage;MID;A;53.4;-3.7;50.27%;77.05%;4.15%;6.76%;2.35;patch_13.8
Vladimir;Mage;TOP;C;37.55;-3.09;50.64%;21.16%;1.09%;6.76%;2.1;patch_13.8
Volibear;Fighter;JUNGLE;B;46.49;4.08;51.39%;45.39%;2.60%;1.06%;2.75;patch_13.8
Volibear;Fighter;TOP;B;43.2;7.42;49.09%;51.20%;2.87%;1.06%;1.75;patch_13.8
Warwick;Fighter;JUNGLE;B;46.56;-1.86;49.60%;62.18%;4.17%;5.80%;2.17;patch_13.8
Warwick;Fighter;TOP;D;34.51;-6.81;48.49%;35.17%;1.68%;5.80%;1.74;patch_13.8
Wukong;Fighter;JUNGLE;A;49.93;-7.03;50.51%;82.38%;4.02%;3.88%;2.73;patch_13.8
Wukong;Fighter;TOP;D;32.06;3.54;49.87%;13.61%;0.64%;3.88%;2.03;patch_13.8
Xayah;Marksman;ADC;S;62.63;-0.83;50.85%;99.04%;11.95%;11.35%;2.4;patch_13.8
Xerath;Mage;SUPPORT;A;52.54;2.08;51.25%;74.59%;3.96%;3.89%;2.48;patch_13.8
Xerath;Mage;MID;B;45.37;-0.1;49.54%;21.96%;1.14%;3.89%;3.02;patch_13.8
Xin Zhao;Fighter;JUNGLE;B;42.39;-1.33;50.69%;86.21%;2.56%;0.44%;2.26;patch_13.8
Yasuo;Fighter;MID;God;87.19;1.15;49.45%;73.08%;13.42%;18.73%;1.73;patch_13.8
Yasuo;Fighter;TOP;B;41.82;2.26;47.04%;15.92%;2.92%;18.73%;1.49;patch_13.8
Yone;Assassin;MID;S;61.24;1.85;49.53%;61.03%;7.49%;7.80%;1.86;patch_13.8
Yone;Assassin;TOP;A;51.57;4.42;48.97%;34.86%;3.99%;7.80%;1.63;patch_13.8
Yorick;Fighter;TOP;C;41.6;-5.87;49.20%;89.95%;2.81%;3.84%;1.45;patch_13.8
Yuumi;Support;SUPPORT;God;78.36;3.0;50.36%;99.08%;8.82%;17.19%;4.51;patch_13.8
Zac;Tank;JUNGLE;A;53.7;-1.74;51.78%;73.84%;3.08%;3.84%;3.63;patch_13.8
Zac;Tank;TOP;C;38.8;-6.78;51.05%;12.83%;0.61%;3.84%;2.65;patch_13.8
Zed;Assassin;MID;God;82.26;-7.23;49.64%;78.43%;9.64%;31.86%;2.23;patch_13.8
Zed;Assassin;JUNGLE;D;35.69;3.56;46.75%;15.42%;1.83%;31.86%;2.43;patch_13.8
Zeri;Marksman;ADC;A;51.41;-1.21;50.69%;97.18%;7.83%;6.81%;2.53;patch_13.8
Ziggs;Mage;MID;B;44.78;0.67;50.40%;55.27%;1.47%;0.30%;2.42;patch_13.8
Ziggs;Mage;ADC;C;38.74;-0.86;53.06%;30.38%;0.73%;0.30%;2.55;patch_13.8
Ziggs;Mage;SUPPORT;D;34.71;2.59;48.78%;13.09%;0.35%;0.32%;1.99;patch_13.8
Zilean;Support;MID;A;50.82;1.36;53.18%;13.26%;0.32%;0.87%;3.38;patch_13.8
Zilean;Support;SUPPORT;A;47.44;-0.21;50.85%;82.90%;2.09%;0.87%;2.93;patch_13.8
Zoe;Mage;MID;A;49.63;0.67;50.02%;86.88%;2.92%;1.99%;2.59;patch_13.8
Zoe;Mage;SUPPORT;D;33.17;-3.59;47.67%;11.13%;0.36%;1.97%;2.13;patch_13.8
Zyra;Mage;SUPPORT;B;45.79;-1.82;50.15%;91.06%;3.00%;2.31%;2.08;patch_13.8
Aatrox;Fighter;TOP;S;64.49;2.26;49.51%;92.23%;5.55%;4.48%;1.87;patch_13.9
Ahri;Mage;MID;God;86.09;2.66;51.63%;95.91%;12.78%;7.62%;2.63;patch_13.9
Akali;Assassin;MID;A;50.57;-0.25;48.03%;78.54%;4.72%;6.89%;2.26;patch_13.9
Akali;Assassin;TOP;D;31.65;-1.49;47.37%;20.31%;1.16%;7.33%;2.07;patch_13.9
Akshan;Marksman;MID;A;52.11;0.3;50.09%;68.35%;4.12%;8.98%;2.12;patch_13.9
Akshan;Marksman;TOP;C;35.6;-3.01;48.30%;25.47%;1.58%;8.98%;1.87;patch_13.9
Alistar;Tank;SUPPORT;A;48.78;0.22;52.14%;92.36%;2.72%;0.75%;2.52;patch_13.9
Amumu;Tank;JUNGLE;A;55.05;0.91;52.49%;69.23%;4.59%;4.21%;2.77;patch_13.9
Amumu;Tank;SUPPORT;B;45.39;0.78;52.46%;29.46%;1.73%;4.21%;2.13;patch_13.9
Anivia;Mage;MID;A;50.08;-1.11;51.53%;76.24%;1.82%;2.64%;2.79;patch_13.9
Anivia;Mage;SUPPORT;D;31.34;0.23;46.56%;15.09%;0.28%;2.64%;2.19;patch_13.9
Annie;Mage;MID;S;58.46;2.49;51.82%;77.31%;4.93%;3.78%;2.38;patch_13.9
Annie;Mage;SUPPORT;A;48.65;4.72;54.28%;19.12%;1.27%;3.78%;2.56;patch_13.9
Aphelios;Marksman;ADC;S;61.39;8.12;50.00%;97.82%;13.27%;4.07%;2.03;patch_13.9
Ashe;Marksman;SUPPORT;C;41.22;1.25;47.22%;40.49%;3.50%;1.58%;2.12;patch_13.9
Ashe;Marksman;ADC;C;36.61;-7.74;47.96%;55.96%;5.28%;1.58%;2.19;patch_13.9
Aurelion Sol;Mage;MID;S;65.21;-2.53;52.06%;89.81%;6.02%;12.82%;2.52;patch_13.9
Azir;Mage;MID;C;36.41;-1.68;47.19%;87.91%;1.52%;0.37%;1.95;patch_13.9
Bard;Support;SUPPORT;C;41.28;-3.05;48.51%;95.00%;2.04%;0.31%;2.7;patch_13.9
Bel'Veth;Fighter;JUNGLE;B;45.64;-10.16;48.77%;88.65%;4.07%;7.82%;2.29;patch_13.9
Blitzcrank;Tank;SUPPORT;God;68.58;-4.0;50.52%;97.26%;8.32%;25.57%;2.35;patch_13.9
Brand;Mage;SUPPORT;B;42.58;-0.32;49.95%;76.08%;2.69%;3.29%;1.76;patch_13.9
Brand;Mage;MID;C;35.65;-3.23;48.00%;17.51%;0.70%;4.01%;1.97;patch_13.9
Braum;Support;SUPPORT;B;47.37;1.47;51.20%;98.09%;2.40%;0.39%;2.84;patch_13.9
Caitlyn;Marksman;ADC;A;53.08;-0.16;48.95%;94.65%;10.16%;7.63%;2.15;patch_13.9
Camille;Fighter;TOP;A;52.91;1.61;49.32%;93.74%;4.00%;2.05%;1.86;patch_13.9
Cassiopeia;Mage;MID;B;47.64;-2.5;51.35%;77.85%;2.22%;2.71%;2.14;patch_13.9
Cassiopeia;Mage;TOP;C;39.47;2.38;53.59%;17.20%;0.48%;2.60%;1.93;patch_13.9
Cho'Gath;Tank;TOP;A;54.4;-1.19;52.12%;69.09%;3.05%;1.51%;2.11;patch_13.9
Cho'Gath;Tank;MID;B;44.36;-1.11;51.76%;17.60%;0.67%;1.51%;2.31;patch_13.9
Corki;Marksman;MID;C;35.91;-0.56;47.54%;89.08%;0.96%;0.18%;2.05;patch_13.9
Darius;Fighter;TOP;God;82.77;-4.71;49.44%;93.52%;7.14%;17.73%;1.82;patch_13.9
Diana;Fighter;JUNGLE;B;47.85;1.72;50.47%;71.22%;3.74%;1.85%;2.37;patch_13.9
Diana;Fighter;MID;C;40.56;-3.45;49.20%;25.97%;1.40%;1.85%;2.07;patch_13.9
Dr. Mundo;Marksman;TOP;A;51.41;-4.71;51.95%;87.08%;2.83%;2.85%;1.9;patch_13.9
Draven;Fighter;ADC;B;45.92;-0.29;50.82%;94.70%;5.68%;18.23%;2.09;patch_13.9
Ekko;Assassin;JUNGLE;A;51.53;-2.23;50.28%;63.92%;5.10%;3.68%;2.65;patch_13.9
Ekko;Assassin;MID;B;44.2;-1.55;48.78%;32.09%;2.65%;3.68%;2.14;patch_13.9
Elise;Mage;JUNGLE;B;45.53;1.95;49.90%;94.35%;2.23%;3.29%;2.7;patch_13.9
Evelynn;Assassin;JUNGLE;A;52.71;-1.93;51.02%;98.13%;4.15%;9.22%;2.93;patch_13.9
Ezreal;Marksman;ADC;God;70.04;-6.84;49.15%;91.75%;16.08%;5.38%;2.38;patch_13.9
Fiddlesticks;Mage;JUNGLE;A;52.44;0.95;52.53%;79.93%;3.17%;3.31%;2.82;patch_13.9
Fiddlesticks;Mage;SUPPORT;C;37.23;-2.5;50.12%;12.47%;0.44%;3.18%;2.0;patch_13.9
Fiora;Fighter;TOP;God;71.2;3.25;51.62%;97.63%;5.41%;13.20%;1.71;patch_13.9
Fizz;Assassin;MID;S;59.46;-0.31;51.74%;95.30%;5.08%;7.12%;2.38;patch_13.9
Galio;Tank;MID;A;49.15;-1.19;51.24%;80.75%;1.90%;0.37%;2.7;patch_13.9
Galio;Tank;SUPPORT;C;38.03;0.71;50.17%;15.20%;0.33%;0.35%;2.31;patch_13.9
Gangplank;Fighter;TOP;A;53.7;1.52;49.07%;83.76%;4.04%;4.04%;1.94;patch_13.9
Gangplank;Fighter;MID;C;39.15;0.14;49.20%;15.41%;0.76%;4.08%;2.17;patch_13.9
Garen;Fighter;TOP;S;65.8;-2.04;49.65%;85.81%;5.69%;1.75%;2.02;patch_13.9
Gnar;Fighter;TOP;B;43.96;4.23;49.20%;96.14%;2.75%;0.47%;1.85;patch_13.9
Gragas;Fighter;TOP;A;54.71;5.17;49.19%;39.38%;3.82%;5.40%;2.15;patch_13.9
Gragas;Fighter;JUNGLE;A;51.52;-3.93;50.38%;45.77%;4.25%;5.40%;2.93;patch_13.9
Gragas;Fighter;MID;B;43.77;1.45;50.48%;11.04%;1.02%;5.40%;2.42;patch_13.9
Graves;Marksman;JUNGLE;S;60.31;10.39;50.86%;89.06%;9.04%;4.05%;2.63;patch_13.9
Gwen;Fighter;TOP;A;53.73;3.74;49.94%;90.91%;4.11%;2.06%;1.69;patch_13.9
Hecarim;Fighter;JUNGLE;S;55.49;-8.08;48.64%;99.10%;7.57%;16.45%;2.57;patch_13.9
Heimerdinger;Mage;MID;C;41.45;-3.36;51.22%;26.74%;0.68%;1.50%;1.94;patch_13.9
Heimerdinger;Mage;SUPPORT;C;40.09;-1.87;50.78%;47.20%;1.11%;1.43%;1.97;patch_13.9
Heimerdinger;Mage;TOP;D;28.81;1.04;49.60%;19.93%;0.51%;1.50%;1.64;patch_13.9
Illaoi;Fighter;TOP;S;60.07;-2.94;50.60%;94.23%;4.56%;10.73%;1.44;patch_13.9
Irelia;Fighter;TOP;A;53.12;0.78;49.10%;51.69%;3.95%;11.50%;1.61;patch_13.9
Irelia;Fighter;MID;A;49.24;-0.79;50.28%;46.79%;3.60%;11.50%;1.78;patch_13.9
Ivern;Support;JUNGLE;C;40.36;6.48;47.22%;76.46%;0.79%;0.31%;3.25;patch_13.9
Ivern;Support;SUPPORT;D;26.81;0.69;43.81%;13.31%;0.13%;0.32%;2.36;patch_13.9
Janna;Support;SUPPORT;S;63.17;6.46;54.24%;98.38%;5.70%;1.06%;3.25;patch_13.9
Jarvan IV;Tank;JUNGLE;S;59.91;-6.96;52.86%;91.86%;5.58%;4.40%;3.29;patch_13.9
Jax;Fighter;TOP;God;91.77;3.89;50.88%;84.54%;8.11%;16.74%;1.67;patch_13.9
Jax;Fighter;JUNGLE;C;38.7;0.41;48.36%;12.86%;1.32%;16.14%;2.1;patch_13.9
Jayce;Fighter;TOP;S;61.75;-4.31;49.34%;72.04%;5.23%;3.95%;1.82;patch_13.9
Jayce;Fighter;MID;B;47.67;2.72;51.79%;26.25%;1.90%;3.95%;2.15;patch_13.9
Jhin;Marksman;ADC;God;91.11;30.25;52.47%;96.22%;20.23%;5.33%;2.88;patch_13.9
Jinx;Marksman;ADC;God;89.18;-2.75;50.51%;98.66%;21.26%;10.24%;2.27;patch_13.9
K'Sante;Fighter;TOP;God;69.01;4.49;46.58%;81.83%;6.96%;6.04%;1.89;patch_13.9
K'Sante;Fighter;MID;D;34.67;2.74;46.17%;16.48%;1.44%;6.04%;1.96;patch_13.9
Kai'Sa;Marksman;ADC;God;67.84;3.14;49.46%;92.15%;15.52%;2.77%;2.36;patch_13.9
Kalista;Marksman;ADC;D;23.79;-5.24;46.44%;84.51%;2.08%;0.64%;1.98;patch_13.9
Karma;Mage;SUPPORT;A;53.29;0.48;48.13%;86.45%;6.72%;1.45%;2.57;patch_13.9
Karthus;Mage;JUNGLE;B;45.77;6.26;51.09%;51.11%;1.81%;4.09%;2.46;patch_13.9
Karthus;Mage;ADC;B;44.84;4.15;56.96%;30.11%;1.13%;4.09%;2.34;patch_13.9
Karthus;Mage;MID;C;40.61;-2.68;50.57%;11.21%;0.35%;3.37%;2.21;patch_13.9
Kassadin;Assassin;MID;B;43.73;2.15;49.54%;95.39%;1.52%;3.50%;2.47;patch_13.9
Katarina;Assassin;MID;God;67.86;-1.11;47.07%;94.18%;9.62%;17.01%;2.1;patch_13.9
Kayle;Fighter;TOP;God;82.04;9.74;49.77%;86.80%;8.02%;6.24%;1.74;patch_13.9
Kayle;Fighter;MID;C;42.23;-3.82;51.01%;10.99%;0.91%;6.24%;2.0;patch_13.9
Kayn;Fighter;JUNGLE;S;61.99;-6.41;51.11%;91.95%;9.53%;10.63%;2.43;patch_13.9
Kennen;Mage;TOP;B;47.5;-0.68;50.10%;79.85%;2.78%;2.34%;1.97;patch_13.9
Kennen;Mage;MID;B;44.0;0.41;51.82%;16.44%;0.54%;2.34%;2.29;patch_13.9
Kha'Zix;Assassin;JUNGLE;God;94.75;-1.21;51.92%;99.33%;16.27%;35.14%;2.67;patch_13.9
Kindred;Marksman;JUNGLE;B;47.9;-0.27;48.87%;95.13%;5.46%;4.77%;2.2;patch_13.9
Kled;Fighter;TOP;A;49.29;-1.28;52.34%;89.35%;2.04%;1.44%;2.26;patch_13.9
Kog'Maw;Marksman;ADC;S;64.78;22.14;53.19%;95.52%;9.51%;20.38%;2.24;patch_13.9
LeBlanc;Assassin;MID;A;53.29;0.02;49.35%;89.01%;4.06%;7.61%;2.7;patch_13.9
Lee Sin;Fighter;JUNGLE;S;59.76;-16.5;48.26%;92.23%;10.83%;6.87%;2.64;patch_13.9
Leona;Tank;SUPPORT;A;49.67;-3.55;50.46%;98.66%;4.14%;3.46%;2.38;patch_13.9
Lillia;Fighter;JUNGLE;B;48.28;-2.16;50.67%;86.96%;3.03%;1.72%;2.7;patch_13.9
Lillia;Fighter;TOP;C;34.93;0.0;51.68%;10.07%;0.39%;1.79%;1.97;patch_13.9
Lissandra;Mage;MID;A;49.66;-2.1;49.59%;94.30%;3.58%;1.74%;2.37;patch_13.9
Lucian;Marksman;ADC;A;54.91;8.26;51.32%;92.25%;9.27%;2.80%;2.33;patch_13.9
Lulu;Support;SUPPORT;God;73.46;3.43;48.77%;97.43%;11.74%;10.84%;2.92;patch_13.9
Lux;Mage;SUPPORT;God;69.38;-8.67;49.20%;68.53%;10.44%;10.84%;2.36;patch_13.9
Lux;Mage;MID;S;57.84;-1.09;50.98%;28.48%;4.20%;10.84%;2.75;patch_13.9
Malphite;Tank;TOP;God;90.51;-2.15;52.24%;74.67%;6.93%;15.83%;2.46;patch_13.9
Malphite;Tank;MID;A;48.93;1.12;52.38%;12.37%;1.18%;15.65%;2.54;patch_13.9
Malphite;Tank;SUPPORT;D;30.29;-2.63;45.03%;10.21%;0.98%;15.65%;1.97;patch_13.9
Malzahar;Mage;MID;A;53.66;-1.59;51.75%;90.13%;3.65%;4.57%;2.24;patch_13.9
Maokai;Tank;JUNGLE;A;54.75;8.22;53.36%;54.83%;3.08%;1.22%;3.07;patch_13.9
Maokai;Tank;SUPPORT;B;43.22;-3.84;51.26%;29.70%;1.58%;1.25%;2.26;patch_13.9
Maokai;Tank;TOP;B;42.34;1.62;51.96%;16.19%;0.93%;1.25%;2.44;patch_13.9
Master Yi;Assassin;JUNGLE;S;64.74;-13.63;49.55%;91.82%;10.63%;24.01%;2.05;patch_13.9
Milio;Support;SUPPORT;God;94.5;15.04;52.35%;99.49%;13.80%;19.64%;3.5;patch_13.9
Miss Fortune;Marksman;ADC;A;51.64;2.15;50.89%;88.46%;8.53%;2.17%;2.25;patch_13.9
Mordekaiser;Fighter;TOP;God;75.51;-8.13;49.68%;86.38%;6.48%;11.52%;1.84;patch_13.9
Morgana;Mage;SUPPORT;S;58.61;-5.76;49.65%;89.08%;5.76%;24.17%;2.36;patch_13.9
Nami;Support;SUPPORT;S;61.87;5.13;51.39%;99.60%;7.26%;0.61%;3.06;patch_13.9
Nasus;Fighter;TOP;S;61.04;0.49;52.00%;82.74%;4.16%;3.87%;1.94;patch_13.9
Nautilus;Tank;SUPPORT;God;67.51;-3.89;50.63%;84.25%;9.37%;12.99%;2.3;patch_13.9
Nautilus;Tank;MID;B;47.0;1.33;51.36%;11.00%;1.20%;12.99%;2.55;patch_13.9
Neeko;Mage;MID;A;54.29;-2.16;51.85%;28.58%;2.99%;17.56%;2.46;patch_13.9
Neeko;Mage;SUPPORT;B;45.9;0.08;49.56%;28.15%;3.23%;17.56%;2.05;patch_13.9
Neeko;Mage;JUNGLE;B;44.6;7.83;47.58%;34.56%;3.39%;17.56%;2.66;patch_13.9
Nidalee;Assassin;JUNGLE;B;47.85;-5.57;48.23%;90.13%;4.43%;4.73%;2.86;patch_13.9
Nilah;Marksman;ADC;C;39.51;-5.39;52.35%;94.26%;2.76%;4.66%;2.26;patch_13.9
Nocturne;Assassin;JUNGLE;A;52.77;-1.53;51.22%;93.33%;5.00%;4.61%;2.57;patch_13.9
Nunu;Tank;JUNGLE;A;48.99;4.81;50.53%;90.43%;3.18%;0.87%;2.86;patch_13.9
Olaf;Fighter;TOP;B;47.95;-3.72;50.62%;88.12%;2.90%;4.51%;1.72;patch_13.9
Orianna;Mage;MID;B;45.68;-1.57;49.39%;89.83%;1.94%;0.22%;2.68;patch_13.9
Ornn;Tank;TOP;God;79.17;-3.9;51.66%;93.47%;6.56%;2.47%;2.44;patch_13.9
Pantheon;Fighter;MID;A;54.98;0.34;52.24%;37.39%;3.59%;6.87%;2.31;patch_13.9
Pantheon;Fighter;TOP;A;49.61;-0.32;49.91%;32.01%;3.00%;6.87%;2.02;patch_13.9
Pantheon;Fighter;SUPPORT;C;37.56;-2.72;47.48%;22.40%;2.26%;6.77%;1.83;patch_13.9
Poppy;Tank;JUNGLE;A;49.26;3.72;52.14%;42.40%;1.92%;2.29%;2.81;patch_13.9
Poppy;Tank;TOP;A;48.41;0.11;51.31%;50.17%;2.34%;2.29%;2.16;patch_13.9
Pyke;Support;SUPPORT;S;60.3;-4.02;48.92%;95.12%;8.06%;14.37%;2.13;patch_13.9
Qiyana;Assassin;MID;A;50.0;8.19;51.13%;79.21%;3.10%;1.27%;2.17;patch_13.9
Qiyana;Assassin;JUNGLE;C;38.59;17.0;48.59%;16.50%;0.58%;1.27%;2.39;patch_13.9
Quinn;Marksman;MID;B;46.05;0.87;53.54%;11.84%;0.25%;0.67%;2.24;patch_13.9
Quinn;Marksman;TOP;B;44.03;6.14;52.03%;79.22%;1.69%;0.68%;1.95;patch_13.9
Rakan;Support;SUPPORT;S;63.94;-5.18;52.58%;98.76%;7.28%;2.41%;2.93;patch_13.9
Rammus;Tank;JUNGLE;A;53.24;6.07;52.64%;81.15%;2.57%;8.59%;3.14;patch_13.9
Rammus;Tank;TOP;D;34.17;1.17;52.13%;15.70%;0.40%;9.06%;1.68;patch_13.9
Rek'Sai;Fighter;JUNGLE;C;35.67;-2.47;46.47%;93.28%;0.89%;0.46%;2.44;patch_13.9
